"x1","x2","cat"
4.4397166906856,-1.77750421920791,"3"
2.21544109750539,-4.45474926382303,"2"
-4.02883862378076,-0.0757262529805303,"2"
-0.316393722314388,0.331553074065596,"3"
2.59809566661716,-0.272091992665082,"3"
3.620371860452,0.409184249583632,"2"
1.45444609923288,4.3624644796364,"3"
-3.09827942401171,-1.35947030037642,"2"
2.08874837029725,0.198239497840405,"2"
0.852468479424715,-0.0150306522846222,"3"
-2.58242048555985,-4.2251380905509,"1"
-2.02463858062401,3.6688362644054,"3"
1.85453640297055,3.44677104614675,"3"
-3.59610741725191,0.332806149963289,"2"
4.77317011449486,1.95034840144217,"1"
3.21291333297268,4.24678565235808,"1"
2.29099035030231,-0.872585035394877,"3"
-4.31896312395111,-1.77503001177683,"2"
0.424916772171855,2.82960887299851,"3"
0.595396608114243,-4.07108822604641,"3"
-4.31897492147982,-2.04780309926718,"2"
-4.76258922833949,-2.7759452839382,"2"
4.55655692378059,2.12898476282135,"1"
-4.97183861676604,-2.05382966436446,"2"
0.00267281895503402,4.67252920614555,"3"
-0.686510638333857,-4.0425635385327,"3"
1.17636115523055,3.9773913519457,"3"
-2.9495215928182,-3.6497038602829,"2"
-1.22499227523804,-2.94406903907657,"2"
2.03494558110833,-4.23352842219174,"3"
4.34048823313788,0.00425334321334958,"3"
-4.04021459631622,-3.80169276846573,"2"
-4.21775127761066,3.18577922414988,"3"
-4.12254594266415,-1.93178374320269,"2"
3.64543756237254,0.829266421496868,"2"
-4.574991078116,3.54537486564368,"2"
-0.554690463468432,0.593115987721831,"2"
0.661775232292712,-3.8358094310388,"3"
-0.354643480386585,1.43960825633258,"2"
4.05606537126005,4.57437361357734,"3"
-0.157455063890666,-2.73605389054865,"3"
-0.131171182729304,-3.76790401525795,"3"
0.304107239935547,-4.5053122472018,"3"
-3.66369753843173,-4.84540010103956,"2"
3.00836579408497,0.103472566697747,"2"
-4.91800360614434,1.92473254166543,"2"
3.32912061130628,3.99126175092533,"1"
-3.18190969293937,-0.216783932410181,"2"
0.993504927027971,-0.842573449481279,"2"
3.4088673023507,-2.22486911807209,"3"
-2.22938598599285,1.42875981749967,"3"
0.00178800895810127,-0.8666109922342,"3"
4.56644140882418,-1.53036418138072,"2"
-3.65279146935791,-2.70235167583451,"2"
-2.70887112943456,-0.236835065297782,"2"
-0.677256311755627,3.92657483695075,"2"
-0.905805791262537,-1.92044692346826,"2"
-2.88777837762609,-4.58778166910633,"2"
4.08217374002561,-0.437501170672476,"2"
2.44999024784192,-3.58193500665948,"3"
-3.78787188092247,-4.48080188129097,"2"
